	198	0	26	-1	197	96	5	1	100
	197	27	33	198	196	98	5	-1	99
	196	34	67	197	195	95	5	-1	98
	195	68	120	196	194	176	5	-1	97
	194	121	167	195	193	140	4	-1	76
	193	168	193	194	192	86	4	-1	71
	192	194	258	193	191	90	4	-1	70
	191	259	273	192	190	94	4	-1	69
	190	274	303	191	189	132	4	-1	68
	189	304	327	190	188	88	4	-1	66
	188	328	343	189	187	109	4	-1	65
	187	344	411	188	186	91	4	-1	63
	186	412	422	187	185	87	4	-1	62
	185	423	546	186	184	71	4	-1	61
	184	547	619	185	183	151	4	-1	60
	183	620	665	184	182	65	4	-1	53
	182	666	692	183	181	130	4	-1	52
	181	693	710	182	180	62	4	-1	50
	180	711	775	181	179	56	4	-1	49
	179	776	817	180	178	52	4	-1	48
	178	818	836	179	177	160	4	-1	47
	177	837	970	178	175	42	4	-1	41
	176	971	1048	195	171	83	4	-1	21
	175	1049	1069	177	174	125	4	-1	40
	174	1070	1083	175	173	37	4	-1	37
	173	1084	1106	174	172	133	4	-1	36
	172	1107	1131	173	169	31	4	-1	33
	171	1132	1226	176	170	92	4	-1	20
	170	1227	1257	171	166	139	4	-1	19
	169	1258	1331	172	168	21	4	-1	32
	168	1332	1347	169	167	157	4	-1	31
	167	1348	1378	168	165	107	4	-1	18
	166	1379	1463	170	164	77	3	-1	13
	165	1464	1503	167	163	17	4	-1	16
	164	1504	1525	166	162	72	3	-1	12
	163	1526	1540	165	154	161	4	-1	15
	162	1541	1551	164	159	70	3	-1	11
	161	1552	1588	163	155	11	3	-1	9
	160	1589	1630	178	147	34	2	-1	6
	159	1631	1677	162	158	117	3	-1	10
	158	1678	1699	159	150	67	3	-1	8
	157	1700	1769	168	156	30	3	-1	13
	156	1770	1785	157	153	115	3	-1	12
	155	1786	1864	161	152	110	3	-1	8
	154	1865	1891	163	149	9	3	-1	6
	153	1892	1934	156	146	119	3	-1	10
	152	1935	1959	155	144	5	2	-1	6
	151	1960	2113	184	148	69	2	-1	7
	150	2114	2179	158	145	68	3	-1	7
	149	2180	2199	154	137	124	3	-1	5
	148	2200	2206	151	141	66	2	-1	6
	147	2207	2330	160	142	32	2	-1	5
	146	2331	2357	153	143	29	3	-1	8
	145	2358	2386	150	135	103	3	-1	6
	144	2387	2420	152	123	4	2	-1	5
	143	2421	2434	146	138	38	3	-1	7
	142	2435	2470	147	122	24	2	-1	4
	141	2471	2520	148	127	49	2	-1	5
	140	2521	2580	194	131	85	2	-1	5
	139	2581	2609	170	126	84	3	-1	6
	138	2610	2642	143	136	36	3	-1	6
	137	2643	2707	149	104	15	2	-1	3
	136	2708	2713	138	134	28	3	-1	5
	135	2714	2762	145	129	54	2	-1	4
	134	2763	2770	136	100	118	3	-1	4
	133	2771	2798	173	112	27	2	-1	3
	132	2799	2853	190	75	78	2	-1	2
	131	2854	2881	140	111	79	2	-1	4
	130	2882	2914	182	51	55	2	-1	2
	129	2915	2936	135	128	50	2	-1	3
	128	2937	2944	129	45	48	2	-1	2
	127	2945	2979	141	116	64	2	-1	4
	126	2980	3022	139	108	121	3	-1	5
	125	3023	3043	175	120	43	2	-1	3
	124	3044	3106	149	6	7	2	-1	2
	123	3107	3191	144	113	1	2	-1	4
	122	3192	3258	142	101	18	2	-1	3
	121	3259	3262	126	114	80	2	-1	3
	120	3263	3288	125	40	39	2	-1	2
	119	3289	3325	153	46	41	2	-1	2
	118	3326	3381	134	33	35	2	-1	2
	117	3382	3434	159	63	58	2	-1	2
	116	3435	3465	127	105	60	2	-1	3
	115	3466	3524	156	47	44	2	-1	2
	114	3525	3539	121	82	81	2	-1	2
	113	3540	3572	123	106	0	2	-1	3
	112	3573	3643	133	22	20	2	-1	2
	111	3644	3709	131	102	74	2	-1	3
	110	3710	3730	155	13	10	2	-1	2
	109	3731	3828	188	99	97	2	-1	2
	108	3829	3881	126	93	89	2	-1	2
	107	3882	3969	167	19	23	2	-1	2
	106	3970	3983	113	2	3	2	-1	2
	105	3984	4009	116	53	59	2	-1	2
	104	4010	4105	137	12	8	2	-1	2
	103	4106	4209	145	57	61	2	-1	2
	102	4210	4225	111	76	73	2	-1	2
	101	4226	4278	122	14	16	2	-1	2
	100	4279	4296	134	25	26	2	-1	2
	99	4297	4311	109	-1	-1	1	-1	1
	98	4312	4344	197	-1	-1	1	-1	1
	97	4345	4374	109	-1	-1	1	-1	1
	96	4375	4418	198	-1	-1	1	-1	1
	95	4419	4426	196	-1	-1	1	-1	1
	94	4427	4479	191	-1	-1	1	-1	1
	93	4480	4496	108	-1	-1	1	-1	1
	92	4497	4507	171	-1	-1	1	-1	1
	91	4508	4540	187	-1	-1	1	-1	1
	90	4541	4558	192	-1	-1	1	-1	1
	89	4559	4585	108	-1	-1	1	-1	1
	88	4586	4598	189	-1	-1	1	-1	1
	87	4599	4610	186	-1	-1	1	-1	1
	86	4611	4663	193	-1	-1	1	-1	1
	85	4664	4694	140	-1	-1	1	-1	1
	84	4695	4705	139	-1	-1	1	-1	1
	83	4706	4754	176	-1	-1	1	-1	1
	82	4755	4767	114	-1	-1	1	-1	1
	81	4768	4813	114	-1	-1	1	-1	1
	80	4814	4844	121	-1	-1	1	-1	1
	79	4845	4867	131	-1	-1	1	-1	1
	78	4868	4966	132	-1	-1	1	-1	1
	77	4967	4984	166	-1	-1	1	-1	1
	76	4985	4998	102	-1	-1	1	-1	1
	75	4999	5050	132	-1	-1	1	-1	1
	74	5051	5076	111	-1	-1	1	-1	1
	73	5077	5093	102	-1	-1	1	-1	1
	72	5094	5161	164	-1	-1	1	-1	1
	71	5162	5190	185	-1	-1	1	-1	1
	70	5191	5258	162	-1	-1	1	-1	1
	69	5259	5269	151	-1	-1	1	-1	1
	68	5270	5306	150	-1	-1	1	-1	1
	67	5307	5322	158	-1	-1	1	-1	1
	66	5323	5391	148	-1	-1	1	-1	1
	65	5392	5456	183	-1	-1	1	-1	1
	64	5457	5479	127	-1	-1	1	-1	1
	63	5480	5515	117	-1	-1	1	-1	1
	62	5516	5582	181	-1	-1	1	-1	1
	61	5583	5591	103	-1	-1	1	-1	1
	60	5592	5598	116	-1	-1	1	-1	1
	59	5599	5615	105	-1	-1	1	-1	1
	58	5616	5665	117	-1	-1	1	-1	1
	57	5666	5683	103	-1	-1	1	-1	1
	56	5684	5733	180	-1	-1	1	-1	1
	55	5734	5768	130	-1	-1	1	-1	1
	54	5769	5794	135	-1	-1	1	-1	1
	53	5795	5819	105	-1	-1	1	-1	1
	52	5820	5874	179	-1	-1	1	-1	1
	51	5875	5963	130	-1	-1	1	-1	1
	50	5964	6008	129	-1	-1	1	-1	1
	49	6009	6138	141	-1	-1	1	-1	1
	48	6139	6195	128	-1	-1	1	-1	1
	47	6196	6244	115	-1	-1	1	-1	1
	46	6245	6271	119	-1	-1	1	-1	1
	45	6272	6352	128	-1	-1	1	-1	1
	44	6353	6369	115	-1	-1	1	-1	1
	43	6370	6417	125	-1	-1	1	-1	1
	42	6418	6430	177	-1	-1	1	-1	1
	41	6431	6483	119	-1	-1	1	-1	1
	40	6484	6537	120	-1	-1	1	-1	1
	39	6538	6545	120	-1	-1	1	-1	1
	38	6546	6562	143	-1	-1	1	-1	1
	37	6563	6593	174	-1	-1	1	-1	1
	36	6594	6625	138	-1	-1	1	-1	1
	35	6626	6650	118	-1	-1	1	-1	1
	34	6651	6758	160	-1	-1	1	-1	1
	33	6759	6810	118	-1	-1	1	-1	1
	32	6811	6815	147	-1	-1	1	-1	1
	31	6816	6823	172	-1	-1	1	-1	1
	30	6824	6851	157	-1	-1	1	-1	1
	29	6852	6891	146	-1	-1	1	-1	1
	28	6892	6903	136	-1	-1	1	-1	1
	27	6904	6947	133	-1	-1	1	-1	1
	26	6948	6955	100	-1	-1	1	-1	1
	25	6956	6963	100	-1	-1	1	-1	1
	24	6964	7011	142	-1	-1	1	-1	1
	23	7012	7032	107	-1	-1	1	-1	1
	22	7033	7061	112	-1	-1	1	-1	1
	21	7062	7123	169	-1	-1	1	-1	1
	20	7124	7158	112	-1	-1	1	-1	1
	19	7159	7184	107	-1	-1	1	-1	1
	18	7185	7228	122	-1	-1	1	-1	1
	17	7229	7291	165	-1	-1	1	-1	1
	16	7292	7299	101	-1	-1	1	-1	1
	15	7300	7321	137	-1	-1	1	-1	1
	14	7322	7334	101	-1	-1	1	-1	1
	13	7335	7366	110	-1	-1	1	-1	1
	12	7367	7386	104	-1	-1	1	-1	1
	11	7387	7435	161	-1	-1	1	-1	1
	10	7436	7452	110	-1	-1	1	-1	1
	9	7453	7527	154	-1	-1	1	-1	1
	8	7528	7549	104	-1	-1	1	-1	1
	7	7550	7604	124	-1	-1	1	-1	1
	6	7605	7680	124	-1	-1	1	-1	1
	5	7681	7707	152	-1	-1	1	-1	1
	4	7708	7719	144	-1	-1	1	-1	1
	3	7720	7745	106	-1	-1	1	-1	1
	2	7746	7747	106	-1	-1	1	-1	1
	1	7748	7762	123	-1	-1	1	-1	1
	0	7763	7777	113	-1	-1	1	-1	1
