	520026.779400	2119751.480600	4106.470215	-173618.000000	368094592.000000
	520026.779400	2119721.480600	4076.470215	-173618.000000	368098208.000000
	520026.779400	2119691.480600	4046.470215	-173618.000000	368101792.000000
	520026.779400	2119661.480600	4016.470215	-173618.000000	368125184.000000
	519996.779400	2119631.480600	3974.043701	-173618.000000	368132416.000000
	519966.779400	2119601.480600	3931.617188	-173618.000000	368157600.000000
	519936.779400	2119571.480600	3889.190674	-173618.000000	368174688.000000
	519906.779400	2119541.480600	3846.764160	-173618.000000	368462688.000000
	519876.779400	2119541.480600	3816.764160	-173618.000000	368472608.000000
	519846.779400	2119571.480600	3774.337646	-173618.000000	368477088.000000
	519816.779400	2119571.480600	3744.337646	-173618.000000	368479808.000000
	519786.779400	2119571.480600	3714.337646	-173618.000000	368516704.000000
	519756.779400	2119541.480600	3671.911133	-173618.000000	368600384.000000
	519756.779400	2119511.480600	3641.911133	-173618.000000	368606688.000000
	519726.779400	2119481.480600	3599.484619	-173618.000000	368663392.000000
	519726.779400	2119451.480600	3569.484619	-173618.000000	368667008.000000
	519726.779400	2119421.480600	3539.484619	-173618.000000	368689504.000000
	519696.779400	2119391.480600	3497.058105	-173618.000000	368701184.000000
	519666.779400	2119361.480600	3454.631592	-173618.000000	368712896.000000
	519636.779400	2119331.480600	3412.205078	-173618.000000	368728192.000000
	519636.779400	2119301.480600	3382.205078	-173618.000000	368730912.000000
	519636.779400	2119271.480600	3352.205078	-173618.000000	368733600.000000
	519636.779400	2119241.480600	3322.205078	-173618.000000	368897408.000000
	519636.779400	2119211.480600	3292.205078	-173618.000000	368910912.000000
	519666.779400	2119181.480600	3249.778564	-173618.000000	368923488.000000
	519696.779400	2119151.480600	3207.352051	-173618.000000	368936096.000000
	519726.779400	2119121.480600	3164.925537	-173618.000000	369021600.000000
	519726.779400	2119091.480600	3134.925537	-173618.000000	369031488.000000
	519726.779400	2119061.480600	3104.925537	-173618.000000	369041408.000000
	519726.779400	2119031.480600	3074.925537	-173618.000000	369047712.000000
	519696.779400	2119001.480600	3032.499023	-173618.000000	369072896.000000
	519666.779400	2118971.480600	2990.072510	-173618.000000	369083712.000000
	519636.779400	2118941.480600	2947.645996	-173618.000000	369102592.000000
	519636.779400	2118911.480600	2917.645996	-173618.000000	369105312.000000
	519636.779400	2118881.480600	2887.645996	-173618.000000	369108000.000000
	519636.779400	2118851.480600	2857.645996	-173618.000000	369163808.000000
	519636.779400	2118821.480600	2827.645996	-173618.000000	369168288.000000
	519666.779400	2118791.480600	2785.219482	-173618.000000	369190784.000000
	519666.779400	2118761.480600	2755.219482	-173618.000000	369198016.000000
	519666.779400	2118731.480600	2725.219482	-173618.000000	369216896.000000
	519636.779400	2118701.480600	2682.792969	-173618.000000	369240288.000000
	519636.779400	2118671.480600	2652.792969	-173618.000000	369244800.000000
	519636.779400	2118641.480600	2622.792969	-173618.000000	369251104.000000
	519636.779400	2118611.480600	2592.792969	-173618.000000	369263712.000000
	519606.779400	2118581.480600	2550.366455	-173618.000000	369302400.000000
	519606.779400	2118551.480600	2520.366455	-173618.000000	369311392.000000
	519606.779400	2118521.480600	2490.366455	-173618.000000	369322208.000000
	519606.779400	2118491.480600	2460.366455	-173618.000000	369328512.000000
	519636.779400	2118461.480600	2417.939941	-173618.000000	369351008.000000
	519666.779400	2118431.480600	2375.513428	-173618.000000	369363584.000000
	519696.779400	2118401.480600	2333.086914	-173618.000000	369371712.000000
	519696.779400	2118371.480600	2303.086914	-173618.000000	369374400.000000
	519696.779400	2118341.480600	2273.086914	-173982.000000	370656000.000000
	519666.779400	2118311.480600	2230.660400	-173982.000000	370688384.000000
	519636.779400	2118281.480600	2188.233887	-173982.000000	370700096.000000
	519606.779400	2118251.480600	2145.807373	-173982.000000	370714496.000000
	519606.779400	2118221.480600	2115.807373	-173982.000000	370728000.000000
	519576.779400	2118191.480600	2073.380859	-173982.000000	370771200.000000
	519546.779400	2118161.480600	2030.954346	-173982.000000	370795488.000000
	519516.779400	2118131.480600	1988.527954	-173982.000000	370813504.000000
	519486.779400	2118131.480600	1958.527954	-173982.000000	370861184.000000
	519456.779400	2118101.480600	1916.101563	-173982.000000	370881888.000000
	519426.779400	2118101.480600	1886.101563	-173982.000000	370886400.000000
	519396.779400	2118101.480600	1856.101563	-173982.000000	370892704.000000
	519366.779400	2118101.480600	1826.101563	-173982.000000	370928704.000000
	519336.779400	2118071.480600	1783.675171	-173982.000000	370948512.000000
	519306.779400	2118071.480600	1753.675171	-173982.000000	370955712.000000
	519276.779400	2118071.480600	1723.675171	-173982.000000	370968288.000000
	519246.779400	2118071.480600	1693.675171	-173982.000000	370997088.000000
	519216.779400	2118071.480600	1663.675171	-173982.000000	371034912.000000
	519186.779400	2118041.480600	1621.248779	-173982.000000	371049312.000000
	519156.779400	2118041.480600	1591.248779	-173982.000000	371054688.000000
	519126.779400	2118041.480600	1561.248779	-173982.000000	371061888.000000
	519096.779400	2118041.480600	1531.248779	-173982.000000	371068192.000000
	519066.779400	2118041.480600	1501.248779	-173982.000000	371542496.000000
	519036.779400	2118011.480600	1458.822388	-173982.000000	371550592.000000
	519006.779400	2118011.480600	1428.822388	-173982.000000	371570400.000000
	518976.779400	2117981.480600	1386.395996	-173982.000000	371576704.000000
	518946.779400	2117951.480600	1343.969604	-173982.000000	371581184.000000
	518916.779400	2117951.480600	1313.969604	-173982.000000	371584800.000000
	518886.779400	2117951.480600	1283.969604	-173982.000000	371699104.000000
	518856.779400	2117921.480600	1241.543213	-173982.000000	371767488.000000
	518856.779400	2117891.480600	1211.543213	-173982.000000	371771104.000000
	518826.779400	2117861.480600	1169.116821	-173982.000000	371781888.000000
	518826.779400	2117831.480600	1139.116821	-173982.000000	371784608.000000
	518826.779400	2117801.480600	1109.116821	-174328.000000	373259712.000000
	518796.779400	2117771.480600	1066.690430	-174328.000000	373267808.000000
	518766.779400	2117771.480600	1036.690430	-174328.000000	373268704.000000
	518736.779400	2117771.480600	1006.690430	-174328.000000	373270496.000000
	518706.779400	2117801.480600	964.264038	-174328.000000	373276800.000000
	518676.779400	2117801.480600	934.264038	-174328.000000	373281312.000000
	518646.779400	2117801.480600	904.264038	-174660.000000	375590688.000000
	518646.779400	2117771.480600	874.264038	-174660.000000	375596992.000000
	518646.779400	2117741.480600	844.264038	-174660.000000	375607808.000000
	518676.779400	2117711.480600	801.837646	-174660.000000	375632096.000000
	518706.779400	2117711.480600	771.837646	-174660.000000	375634816.000000
	518736.779400	2117711.480600	741.837646	-174660.000000	375636608.000000
	518766.779400	2117681.480600	699.411255	-174660.000000	375641088.000000
	518766.779400	2117651.480600	669.411255	-174660.000000	375666304.000000
	518736.779400	2117621.480600	626.984863	-174660.000000	375671712.000000
	518706.779400	2117591.480600	584.558472	-174660.000000	375677088.000000
	518706.779400	2117561.480600	554.558472	-174660.000000	375686112.000000
	518676.779400	2117531.480600	512.132080	-174660.000000	375693312.000000
	518646.779400	2117501.480600	469.705658	-174660.000000	376028992.000000
	518646.779400	2117471.480600	439.705658	-174660.000000	376036192.000000
	518646.779400	2117441.480600	409.705658	-174660.000000	376063200.000000
	518676.779400	2117411.480600	367.279236	-174660.000000	376112704.000000
	518706.779400	2117411.480600	337.279236	-174660.000000	376121696.000000
	518736.779400	2117411.480600	307.279236	-174660.000000	376132512.000000
	518766.779400	2117411.480600	277.279236	-174660.000000	376136992.000000
	518796.779400	2117411.480600	247.279221	-174660.000000	376140608.000000
	518826.779400	2117381.480600	204.852814	-174660.000000	376168512.000000
	518856.779400	2117351.480600	162.426407	-174660.000000	376183808.000000
	518886.779400	2117321.480600	120.000000	-174660.000000	376387200.000000
	518886.779400	2117291.480600	90.000000	-174660.000000	376394400.000000
	518886.779400	2117261.480600	60.000000	-174660.000000	376405184.000000
	518886.779400	2117231.480600	30.000000	-174660.000000	376407904.000000
	518886.779400	2117201.480600	0.000000	-174660.000000	376423200.000000
	519066.779400	2120141.480600	5747.421875	-173237.000000	286047904.000000
	519096.779400	2120141.480600	5717.421875	-173237.000000	286049696.000000
	519126.779400	2120141.480600	5687.421875	-173237.000000	286056000.000000
	519156.779400	2120171.480600	5644.995605	-173237.000000	286059584.000000
	519186.779400	2120201.480600	5602.569336	-173237.000000	286176608.000000
